id,current_name,filename_name,filename
3875,CT Max coccinea,Max coccinea,https://orchidcentral.org/Images/Zygo-Lycaste-Stanhopea-Maxillaria/Species/4445_Max coccinea.jpg
3889,PT Max endresii,Max endresii,https://orchidcentral.org/Images/Zygo-Lycaste-Stanhopea-Maxillaria/Species/3432_Max endresii.jpg
4125,PT Penkimia nagalandensis,Penkimia nagalandensis,https://orchidcentral.org/Images/Vandaceous/Species/5183_Penkimia nagalandensis .jpg
4003,CT Stan tigrina,Stan tigrina,https://orchidcentral.org/Images/Zygo-Lycaste-Stanhopea-Maxillaria/Species/4964_Stan tigrina.jpg
4106,PT Eria coronaria,Eria coronaria,https://orchidcentral.org/Images/Miscellaneous/Species/2180_Eria coronaria.jpg
1834,PT Dinema polybulbon,Dinema polybulbon,https://orchidcentral.org/Images/Cattleya Tribe/Species/2591_Dinema polybulbon.jpg
3302,BT Drac sodiroi,Drac sodiroi,https://orchidcentral.org/Images/Pleurothallids-Masdevallia-etc/Species/3117_Drac sodiroi.jpg
4796,Cymbidium devonianum Supat,Cymbidium devonianum,https://www.flowershots.net/web-content/Photogallery/Cymbidium/Cymbidium%20devonianum%20Supat.jpg?%20copy.jpg
4625,Orchis Scolopax Helreichii Copy,Orchis scolopax helreichii,https://www.flowershots.net/web-content/Photogallery/greece/Crete/Orchis%20scolopax%20helreichii%20copy.jpg
4799,Cymbidium elegans,Cymbidium elegans copy,https://www.flowershots.net/web-content/Photogallery/Cymbidium/Cymbidium%20elegans%20copy.jpg?%20copy.jpg
4814,Dendrobium fleckeri Copy.jpg? Copy.jpg?,Dendrobium fleckeri copy,https://www.flowershots.net/web-content/Photogallery/Dendrobiums/Australian/Dendrobium%20fleckeri%20copy.jpg?%20copy.jpg?%20copy.jpg
3957,Trichocentrum Max uncata,Max uncata,https://orchidcentral.org/Images/Zygo-Lycaste-Stanhopea-Maxillaria/Species/5242_Max uncata 1.jpg
4905,Cribbia Pendula,Cribbia pendula copy,https://www.flowershots.net/web-content/Photogallery/Aeridinae/Aeridinae-second%20set/Cribbia%20pendula%20copy.jpg
4664,Miltoniopsis species,Miltoniopsis phalaenopsis copy,https://www.flowershots.net/web-content/Photogallery/thumbnails/Miltoniopsis_phalaenopsis%20%20copy.jpg
4972,Dendrobium Finniganense,Dendrobium finniganense copy,https://www.flowershots.net/web-content/Photogallery/Dendrobiums/Australian/Dendrobium%20finniganense%20copy.jpg?%20copy.jpg
4987,Dendrobium Jonesii,Dendrobium jonesii copy,https://www.flowershots.net/web-content/Photogallery/Dendrobiums/Australian/Dendrobium%20jonesii%20copy.jpg?%20copy.jpg?%20copy.jpg
4672,Restrepia Lansbergii Sz Copy,Restrepia lansbergii sz,https://www.flowershots.net/web-content/Photogallery/thumbnails/Restrepia_lansbergii_sz%20copy.jpg
4687,Ophrys bombyliflora,Ophrys bombyliflora copy,https://www.flowershots.net/web-content/Photogallery/greece/Crete/Ophrys%20bombyliflora%20copy.jpg
4689,Ophrys cretica,Ophrys cretica copy,https://www.flowershots.net/web-content/Photogallery/greece/Crete/Ophrys%20cretica%20copy.jpg
4694,Ophrys iricolor,Ophrys iricolor copy,https://www.flowershots.net/web-content/Photogallery/greece/Crete/Ophrys%20iricolor%20copy.jpg
4699,Orchis sicula,Orchis sicula copy,https://www.flowershots.net/web-content/Photogallery/greece/Crete/Orchis%20sicula%20copy.jpg
4701,Corybas diemenicus,Corybas diemenicus copy,https://www.flowershots.net/web-content/Photogallery/Australian%20terrestirals/Corybas%20diemenicus%20copy.jpg
4702,Diuris drummondii,Diuris drummondii copy,https://www.flowershots.net/web-content/Photogallery/Australian%20terrestirals/Diuris%20drummondii%20copy.jpg
4703,Pterostylis baptistii,Pterostylis baptistii copy,https://www.flowershots.net/web-content/Photogallery/Australian%20terrestirals/Pterostylis%20baptistii%20copy.jpg
4707,Pterostylis robustum,Pterostylis robustum copy,https://www.flowershots.net/web-content/Photogallery/Australian%20terrestirals/Pterostylis%20robustum%20copy.jpg
4862,Pleione formosana,Pleione formosana copy,https://www.flowershots.net/web-content/Photogallery/Pleione/Pleione%20formosana%20copy.jpg
4718,Cribbia pendula,Cribbia pendula copy,https://www.flowershots.net/web-content/Photogallery/Aeridinae/Aeridinae-second%20set/Cribbia%20pendula%20copy.jpg
3298,CT Drac roezlii,Drac roezlii,https://orchidcentral.org/Images/Pleurothallids-Masdevallia-etc/Species/4872_Drac roezlii 2.jpg
4811,Dendrobium agrostophyllum Copy.jpg?,Dendrobium agrostophyllum copy,https://www.flowershots.net/web-content/Photogallery/Dendrobiums/Australian/Dendrobium%20agrostophyllum%20copy.jpg?%20copy.jpg
1612,Aslla africana,Ansellia africana,https://orchidcentral.org/Images/Catasetinae and other Cymbidieae/Species/2515_Ansellia africana.jpg
4826,Dendrobium moorei Carl Jaeger,Den moorei carl,https://www.flowershots.net/web-content/Photogallery/Dendrobiums/Australian/Den_moorei_carl%20Jaeger%20copy.jpg
4823,Dendrobium kingianum 6 Copy.jpg? Copy.jpg?,Dendrobium kingianum,https://www.flowershots.net/web-content/Photogallery/Dendrobiums/Australian/Dendrobium%20kingianum%206%20copy.jpg?%20copy.jpg?%20copy.jpg
4997,Cymbidium Finlaysonianum,Cymbidium finlaysonianum copy,https://www.flowershots.net/web-content/Photogallery/Cymbidium/Cymbidium%20finlaysonianum%20copy.jpg?%20copy.jpg
4812,Dendrobium finniganense Copy.jpg?,Dendrobium finniganense copy,https://www.flowershots.net/web-content/Photogallery/Dendrobiums/Australian/Dendrobium%20finniganense%20copy.jpg?%20copy.jpg
4816,Dendrobium gracilicaule Copy.jpg?,Dendrobium gracilicaule copy,https://www.flowershots.net/web-content/Photogallery/Dendrobiums/Australian/Dendrobium%20gracilicaule%20copy.jpg?%20copy.jpg
4818,Dendrobium jonesii Copy.jpg? Copy.jpg?,Dendrobium jonesii copy,https://www.flowershots.net/web-content/Photogallery/Dendrobiums/Australian/Dendrobium%20jonesii%20copy.jpg?%20copy.jpg?%20copy.jpg
2737,IT Disa tripetaloides,Disa tripetaloides,https://orchidcentral.org/Images/Disa-Habenaria-Stenoglottis-etc/Species/3723_Disa tripetaloides.jpg
4827,Dendrobium monophyllum Copy.jpg? Copy.jpg?,Dendrobium monophyllum copy,https://www.flowershots.net/web-content/Photogallery/Dendrobiums/Australian/Dendrobium%20monophyllum%20copy.jpg?%20copy.jpg?%20copy.jpg
4831,Dendrobium spec var Curvic,Dendrobium spec var,https://www.flowershots.net/web-content/Photogallery/Dendrobiums/Australian/Dendrobium%20spec_var_curvic%20copy.jpg
5021,Dendrobium Spec Var Curvic,Dendrobium spec var,https://www.flowershots.net/web-content/Photogallery/Dendrobiums/Australian/Dendrobium%20spec_var_curvic%20copy.jpg
4964,Dendrobium Adae,Dendrobium adae copy,https://www.flowershots.net/web-content/Photogallery/Dendrobiums/Australian/Dendrobium%20adae%20copy.jpg?%20copy.jpg
1571,CT Bulb medusae,Bulb medusae,https://orchidcentral.org/Images/Bulbophyllum/Species/2454_Bulb medusae.jpg
5026,Pleione Speciosa,Pleione speciosa copy,https://www.flowershots.net/web-content/Photogallery/Pleione/Pleione%20speciosa%20copy.jpg
1569,Bulb medusae closeup,Bulb medusae,https://orchidcentral.org/Images/Bulbophyllum/Species/2454_Bulb medusae.jpg
5039,Oncidium Cavendishianum Rp,Oncidium cavendishianum,https://www.flowershots.net/web-content/Photogallery/Oncidium/Oncidium_cavendishianum_RP%20copy.jpg
1479,HT Angcm breve,Angcm breve,https://orchidcentral.org/Images/Angraecoid/Species/5380_Angcm breve.jpg
2165,CT L Finkeniana,Finkeniana disciplinada,https://orchidcentral.org/Images/Cattleya Tribe/Hybrid/4202_L Finkeniana disciplinada.jpg
3299,NT Drac roezlii,Drac roezlii,https://orchidcentral.org/Images/Pleurothallids-Masdevallia-etc/Species/4872_Drac roezlii 2.jpg
5045,Oncidium Gardeneri Rp,Oncidium gardeneri,https://www.flowershots.net/web-content/Photogallery/Oncidium/Oncidium_gardeneri_RP.jpg
3300,BT Drac roezlii,Drac roezlii,https://orchidcentral.org/Images/Pleurothallids-Masdevallia-etc/Species/4872_Drac roezlii 2.jpg
5047,Oncidium Haematochilum Rp,Oncidium haematochilum,https://www.flowershots.net/web-content/Photogallery/Oncidium/Oncidium_haematochilum_RP%20copy.jpg
5049,Oncidium Tuerkheimii,Oncidium tuerkheimii copy,https://www.flowershots.net/web-content/Photogallery/Oncidium/Oncidium_tuerkheimii%20copy.jpg
1652,Cyc cooperi male,Cyc cooperi,https://orchidcentral.org/Images/Catasetinae and other Cymbidieae/Species/1964_Cyc_cooperi_M.jpg
2490,CT Den amabile,Den amabile,https://orchidcentral.org/Images/Dendrobium/Species/2979_Den amabile.jpg
2738,ST Disa tripetaloides,Disa tripetaloides,https://orchidcentral.org/Images/Disa-Habenaria-Stenoglottis-etc/Species/3723_Disa tripetaloides.jpg
1732,Bark lindleyana closeup,Barkeria lindleyana,https://orchidcentral.org/Images/Cattleya Tribe/Species/3375C_Barkeria lindleyana.jpg
2876,CT Ada escobariana,Ada escobariana,https://orchidcentral.org/Images/Oncidium Alliance/Species/4242_Ada escobariana.jpg
3350,PT Masd infracta,Masd infracta,https://orchidcentral.org/Images/Pleurothallids-Masdevallia-etc/Species/4795_Masd infracta.jpg
4126,CT Penkimia nagalandensis,Penkimia nagalandensis,https://orchidcentral.org/Images/Vandaceous/Species/5183_Penkimia nagalandensis .jpg
4821,Dendrobium kingianum Copy.jpg? Copy.jpg?,Dendrobium kingianum copy,https://www.flowershots.net/web-content/Photogallery/Dendrobiums/Australian/Dendrobium%20kingianum%20copy.jpg?%20copy.jpg?%20copy.jpg
4825,Dendrobium moorei Copy.jpg? Copy.jpg?,Dendrobium moorei copy,https://www.flowershots.net/web-content/Photogallery/Dendrobiums/Australian/Dendrobium%20moorei%20copy.jpg?%20copy.jpg?%20copy.jpg
4864,Pleione hookeriana,Pleione hookeriana copy,https://www.flowershots.net/web-content/Photogallery/Pleione/Pleione%20hookeriana%20copy.jpg
4863,Pleione forrestii,Pleione forrestii copy,https://www.flowershots.net/web-content/Photogallery/Pleione/Pleione%20forrestii%20copy.jpg
4872,Corybas Diemenicus,Corybas diemenicus copy,https://www.flowershots.net/web-content/Photogallery/Australian%20terrestirals/Corybas%20diemenicus%20copy.jpg
4007,CT Stan tigrina v nigroviolacea,Stan tigrina,https://orchidcentral.org/Images/Zygo-Lycaste-Stanhopea-Maxillaria/Species/4964_Stan tigrina.jpg
4836,Dracula gorgona,Dracula gorgona copy,https://www.flowershots.net/web-content/Photogallery/dracula/Dracula-gorgona%20copy.jpg
4838,Dracula vampira Rp1 A,Dracula vampira,https://www.flowershots.net/web-content/Photogallery/dracula/Dracula-vampira_RP1_A4%20copy.jpg
4865,Pleione maculata,Pleione maculata copy,https://www.flowershots.net/web-content/Photogallery/Pleione/Pleione%20maculata%20copy.jpg
4867,Pleione speciosa,Pleione speciosa copy,https://www.flowershots.net/web-content/Photogallery/Pleione/Pleione%20speciosa%20copy.jpg
4871,Pleione yunnanensis,Pleione yunnanensis copy,https://www.flowershots.net/web-content/Photogallery/Pleione/Pleione%20yunnanensis%20copy.jpg
4998,Pleione Bulbulcoides,Pleione bulbulcoides copy,https://www.flowershots.net/web-content/Photogallery/Pleione/Pleione%20bulbulcoides%20copy.jpg
4936,Orchis Sicula,Orchis sicula copy,https://www.flowershots.net/web-content/Photogallery/greece/Crete/Orchis%20sicula%20copy.jpg
1648,Cl russeliana closeup,Clowesia russelliana,https://orchidcentral.org/Images/Catasetinae and other Cymbidieae/Species/2482_Clowesia russelliana.jpg
1649,Cyc barthiorum male,Cyc barthorium,https://orchidcentral.org/Images/Catasetinae and other Cymbidieae/Species/2116M_Cyc barthorium.jpg
2784,Oph sphegodes ssp mammosa,Ophrys mammosa,https://orchidcentral.org/Images/Disa-Habenaria-Stenoglottis-etc/Species/4929_Ophrys mammosa.jpg
4758,Guarianthe bowringiana Copy.jpg? Copy.jpg?,Guarianthe bowringiana copy,https://www.flowershots.net/web-content/Photogallery/Cattleya_unifoliate/Guarianthe%20bowringiana%20copy.jpg?%20copy.jpg?%20copy.jpg
4876,Diuris Drummondii,Diuris drummondii copy,https://www.flowershots.net/web-content/Photogallery/Australian%20terrestirals/Diuris%20drummondii%20copy.jpg
5099,Dracula Vampira Rp1 A4,Dracula vampira,https://www.flowershots.net/web-content/Photogallery/dracula/Dracula-vampira_RP1_A4%20copy.jpg
3454,Rstp antennifera,Restrepia antenifera,https://orchidcentral.org/Images/Pleurothallids-Masdevallia-etc/Species/3120_Restrepia antenifera.jpg
1488,Angraecum distichum closeup,Angcm bancoense,https://orchidcentral.org/Images/Angraecoid/Species/3038_Angcm bancoense.jpg
1558,Trichocentrum Bulb hematipes,Bulb hematipes,https://orchidcentral.org/Images/Bulbophyllum/Species/5237_Bulb hematipes 1.jpg
4888,Pterostylis Nutans,Pterostylis nutans copy,https://www.flowershots.net/web-content/Photogallery/Australian%20terrestirals/Pterostylis%20nutans%20copy.jpg
4892,Pterostylis Robustum,Pterostylis robustum copy,https://www.flowershots.net/web-content/Photogallery/Australian%20terrestirals/Pterostylis%20robustum%20copy.jpg
5036,Oncidium Barbatum Rp,Oncidium barbatum,https://www.flowershots.net/web-content/Photogallery/Oncidium/Oncidium_barbatum_RP%20copy.jpg
5038,Pleione Yunnanensis,Pleione yunnanensis copy,https://www.flowershots.net/web-content/Photogallery/Pleione/Pleione%20yunnanensis%20copy.jpg
4909,Diaphananthe Rutila,Diaphananthe rutila copy,https://www.flowershots.net/web-content/Photogallery/Aeridinae/Aeridinae-second%20set/Diaphananthe%20rutila%20copy.jpg
4915,Ophrys Iricolor,Ophrys iricolor copy,https://www.flowershots.net/web-content/Photogallery/greece/Crete/Ophrys%20iricolor%20copy.jpg
4913,Orchis Fusca,Orchis fusca copy,https://www.flowershots.net/web-content/Photogallery/greece/Crete/Orchis%20fusca%20copy.jpg
5023,Dendrobium Tetragonum Var Gigante,Den tetragonum var,https://www.flowershots.net/web-content/Photogallery/Dendrobiums/Australian/Den_tetragonum%20var%20gigante%20copy.jpg
4916,Eurychone Rothschildiana,Eurychone rothschildiana copy,https://www.flowershots.net/web-content/Photogallery/Aeridinae/Aeridinae-second%20set/Eurychone%20rothschildiana%20copy.jpg
4917,Microcoelia Stolzii,Microcoelia stolzii copy,https://www.flowershots.net/web-content/Photogallery/Aeridinae/Aeridinae-second%20set/Microcoelia%20stolzii%20copy.jpg
4930,Ophrys Sphegodes,Ophrys sphegodes copy,https://www.flowershots.net/web-content/Photogallery/greece/Crete/Ophrys%20sphegodes%20copy.jpg
3830,ST Ida ciliata,Ida ciliata,https://orchidcentral.org/Images/Zygo-Lycaste-Stanhopea-Maxillaria/Species/4255_Ida ciliata.jpg
3843,Lyc deppei ssp praestans,Lyc deppiei ssp,https://orchidcentral.org/Images/Zygo-Lycaste-Stanhopea-Maxillaria/Species/4493_Lyc deppiei ssp praestans .jpg
4124,Trichocentrum Penkimia nagalandensis,Penkimia nagalandensis,https://orchidcentral.org/Images/Vandaceous/Species/5183_Penkimia nagalandensis .jpg
3896,PT Max huebschii,Max huebschii,https://orchidcentral.org/Images/Zygo-Lycaste-Stanhopea-Maxillaria/Species/4018C_Max huebschii.jpg
1599,Ble striata alba,Bletilla striata alba,https://orchidcentral.org/Images/Calanthe-Spathaglottis-etc/Species/2053_Bletilla striata alba.jpg
1608,Aslla africana,Ansellia africana,https://orchidcentral.org/Images/Catasetinae and other Cymbidieae/Species/2515_Ansellia africana.jpg
4982,Cymbidium Eburneum,Cymbidium eburneum copy,https://www.flowershots.net/web-content/Photogallery/Cymbidium/Cymbidium%20eburneum%20copy.jpg?%20copy.jpg
2480,Cym Unnamed,Colors x,https://orchidcentral.org/Images/Cymbidium/Hybrid/2104_Cym Flying Colors x Sylvan Fair.jpg
5033,Oncidium Papilio V Aurea,Onc papilio v,https://www.flowershots.net/web-content/Photogallery/Oncidium/Onc_papilio_v_aurea%20copy.jpg
3338,ST Masd colossus,Masd colossus,https://orchidcentral.org/Images/Pleurothallids-Masdevallia-etc/Species/4794_Masd colossus.jpg
4971,Cymbidium Dayanum,Cymbidium dayanum copy,https://www.flowershots.net/web-content/Photogallery/Cymbidium/Cymbidium%20dayanum%20copy.jpg
4803,Cymbidium finlaysonianum,Cymbidium finlaysonianum copy,https://www.flowershots.net/web-content/Photogallery/Cymbidium/Cymbidium%20finlaysonianum%20copy.jpg?%20copy.jpg
2358,Cym dyanum alba,Cym dayanum alba,https://orchidcentral.org/Images/Cymbidium/Species/4746_Cym dayanum alba.jpg
4792,Cymbidium canaliculatum Jo,Cymbidium canaliculatum,https://www.flowershots.net/web-content/Photogallery/Cymbidium/Cymbidium%20canaliculatum%20Jo%20copy.jpg?%20copy.jpg
4793,Cymbidium cochleare,Cymbidium cochleare copy,https://www.flowershots.net/web-content/Photogallery/Cymbidium/Cymbidium%20cochleare%20copy.jpg?%20copy.jpg
4977,Cymbidium Devonianum Supat,Cymbidium devonianum,https://www.flowershots.net/web-content/Photogallery/Cymbidium/Cymbidium%20devonianum%20Supat.jpg?%20copy.jpg
6506,Angraecum distichum closeup,Angcm bancoense,https://orchidcentral.org/Images/Angraecoid/Species/3038C_Angcm bancoense.jpg
6322,Angraecum distichum closeup,Angcm bancoense,https://orchidcentral.org/Images/Angraecoid/Species/3038C_Angcm bancoense.jpg
1715,Cycnoches haagii,Cyc haagii,https://orchidcentral.org/Images/Catasetinae and other Cymbidieae/Species/2183_Cyc_haagii_M.jpg
