id,taxonomy_id,display_name,scientific_name,genus,species,author,region,native_habitat,bloom_time,growth_habit,climate_preference,leaf_form,pseudobulb_presence,light_requirements,temperature_range,water_requirements,fertilizer_needs,cultural_notes,image_filename,image_url,google_drive_id,photographer,image_source,ocr_text,ai_description,ai_confidence,ai_extracted_metadata,ingestion_source,validation_status,is_featured,view_count,created_at,updated_at,user_id,rhs_registration_id,is_hybrid,is_species,grex_name,clone_name,pod_parent,pollen_parent,parentage_formula,generation,registration_date,registrant,rhs_verification_status,enhancement_data,pollinator_types,flowering_time,mycorrhizal_fungi,is_fragrant,photo_date,continent,climate_zone,phenotype_variations,morphological_traits,variation_analysis,mutation_indicators,phenotype_confidence,common_names,name_derivation,native_distribution,environmental_zones,leaf_shape,leaf_description,flower_description,plant_size,botanical_features,decimal_latitude,decimal_longitude,country,collector,event_date,data_source,state_province,locality,collection_number,gbif_id,source_url,is_flowering,flowering_stage,flower_count,inflorescence_count,flower_size_mm,flower_measurements,bloom_season_indicator,flowering_photo_date,flowering_photo_datetime,photo_gps_coordinates,camera_info,exif_data,growing_environment,substrate_type,mounting_evidence,natural_vs_cultivated,light_conditions,humidity_indicators,temperature_indicators,root_visibility,plant_maturity,setting_type,companion_plants,elevation_indicators,conservation_status_clues,identification_status,identification_votes,suggested_genus,suggested_species,gbif_occurrence_key,gbif_species_key,gbif_dataset_key,gbif_basis_of_record,gbif_license,gbif_occurrence_status,gbif_establishment_means,gbif_last_updated,inaturalist_observation_id,inaturalist_quality_grade,inaturalist_identifications_count,inaturalist_license_code,inaturalist_positional_accuracy,inaturalist_last_updated,external_images,external_media_count,external_image_licenses,external_image_credits,literature_references,cultivation_sources,reference_citations,conservation_papers,taxonomic_publications,horticultural_articles,nursery_recommendations,current_availability,price_range,purchase_links,seed_suppliers,tissue_culture_sources,specialty_vendors,care_guides,video_resources,forum_discussions,expert_advice,research_significance,conservation_status_details,habitat_research,pollination_studies,breeding_research,commercial_importance,propagation_difficulty,market_demand,seasonal_availability,import_restrictions,society_highlights,show_awards,notable_growers,community_notes,external_data_sources,eol_page_id,eol_traits,eol_common_names,eol_synonyms,eol_descriptions,eol_images,eol_last_updated
18,,Cymbidium hybrid green,Cymbidium hybrid,Cymbidium,hybrid,Sw.,"Asia, Australia",Mountainous regions and temperate forests,Winter to spring,terrestrial,cool,"Long, narrow, grass-like leaves",t,Bright light (3000-4000 fc),Cool to intermediate,Regular water year-round,,"{""light"": ""Bright light (3000-4000 fc)"", ""temperature"": ""Cool to intermediate"", ""humidity"": ""50-70%""}",Cymbidium_hybrid_green.jpg,,,,google_drive_import,,"Large pseudobulbs, strap-like leaves, waxy flowers on tall spikes. hybrid shows standard cymbidium traits.",0.92,"{""ai_confidence"": 0.92, ""scientific_name"": ""Cymbidium hybrid"", ""family"": ""Orchidaceae"", ""common_names"": [""Boat Orchid"", ""Standard Cymbidium""], ""physical_characteristics"": ""Large pseudobulbs, strap-like leaves, waxy flowers on tall spikes. hybrid shows standard cymbidium traits."", ""cultural_requirements"": {""light"": ""Bright light (3000-4000 fc)"", ""temperature"": ""Cool to intermediate"", ""humidity"": ""50-70%""}, ""growth_habits"": {""type"": ""terrestrial/epiphytic"", ""size"": ""Large"", ""pattern"": ""Sympodial""}, ""native_habitat"": ""Asia, temperate to subtropical regions"", ""care_difficulty"": ""Intermediate"", ""flowering_info"": {""season"": ""Winter/Spring"", ""duration"": ""6-10 weeks"", ""frequency"": ""Annual""}, ""morphological_tags"": [""boat_lip"", ""pseudobulbs"", ""strap_leaves"", ""tall_spikes"", ""waxy_flowers"", ""hybrid""], ""judging_criteria"": {""criteria"": ""Form (30%), Arrangement (25%), Color (20%), Size (15%), Other (10%)"", ""standard"": ""AOS""}, ""analysis_timestamp"": ""2025-08-23T00:04:59.282243""}",drive_import_analysis,ai_analyzed,f,0,2025-08-23 00:04:59.282416,2025-08-26 07:24:47.225389,,,f,f,,,,,,,,,pending,,,,,f,,,,,,,,,,,,,,,,,,35.86,104.2,China,,,,,,,,,f,,0,0,,,,,,,,,,,,,,,,,,,,,,verified,0,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810,,CT Pterostylis curta,CT Pterostylis curta,Cattleya,Pterostylis,,,,,epiphytic,,,,,,,,"From Roberta Fox's Disa collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Disa-Habenaria-Stenoglottis-etc/Species/4251CT_Pterostylis curta.jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupDisa.html",,,,Roberta Fox,http://orchidcentral.org/Images/Disa-Habenaria-Stenoglottis-etc/Species/4251CT_Pterostylis curta.jpg,,"Cattleya orchid known for its large, showy, often fragrant flowers. This Pterostylis variety displays the characteristic beauty of the Cattleya genus.",0.7,,roberta_fox_comprehensive,pending,f,0,2025-08-24 03:03:54.898,2025-08-25 09:26:14.915076,,,f,f,,,,,,,,,pending,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,,0,0,,,,,,,,,,,,,,,,,,,,,,verified,0,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5404,,Dendrobium bellum var. H,Dendrobium bellum var. H,Dendrobium,bellum,,,,,epiphytic,,,,,,,,,,https://orchidcollection.net/tom_velardi/image_007.jpg,,Tom Velardi,,,"Dendrobium orchid with diverse growth habits and flowering patterns, adapted to various climatic conditions.",0.7,,expansion_1756084785,pending,f,0,2025-08-25 01:19:45.394441,2025-08-26 09:51:40.941602,,,f,f,,,,,,,,,pending,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,,0,0,,,,,,,,,,,,,,,,,,,,,,verified,0,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5405,,Oncidium bellum var. I,Oncidium bellum var. I,Oncidium,bellum,,,,,epiphytic,,,,,,,,,,https://orchidcollection.net/tom_velardi/image_008.jpg,,Tom Velardi,,,Oncidium bellum is a beautiful orchid with unique characteristics.,0.7,,expansion_1756084785,pending,f,0,2025-08-25 01:19:45.459818,2025-08-26 09:51:40.941603,,,f,f,,,,,,,,,pending,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,,0,0,,,,,,,,,,,,,,,,,,,,,,verified,0,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5406,,Oncidium spectabile var. J,Oncidium spectabile var. J,Oncidium,spectabile,,,,,epiphytic,,,,,,,,,,https://orchidcollection.net/tom_velardi/image_009.jpg,,Tom Velardi,,,Oncidium spectabile is a beautiful orchid with unique characteristics.,0.7,,expansion_1756084785,pending,f,0,2025-08-25 01:19:45.53031,2025-08-26 09:51:40.941603,,,f,f,,,,,,,,,pending,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,,0,0,,,,,,,,,,,,,,,,,,,,,,verified,0,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2403,,Cym Golden Elf,Cym Golden Elf,Cymbidium,Golden,Sw.,"Asia, Australia",Mountainous regions and temperate forests,Winter to spring,terrestrial,cool,"Long, narrow, grass-like leaves",t,Bright light,10-25°C (50-77°F),Regular water year-round,,"From Roberta Fox's Cymbidium collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Cymbidium/Hybrid/2479T_Cym Golde Elf Sundust.jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupCymbidium.html",,http://orchidcentral.org/Images/Cymbidium/Hybrid/2479_Cym Golde Elf Sundust.jpg,,Roberta Fox,Roberta Fox - Cymbidium,,Cymbidium Golden is a beautiful orchid with unique characteristics.,0.7,,roberta_fox_comprehensive,pending,f,0,2025-08-24 03:03:35.742481,2025-08-26 07:24:56.081279,,,f,f,,,,,,,,,pending,,,,,f,,,,,,,,,,,,,,,,,,35.86,104.2,China,,,,,,,,,f,,0,0,,,,,,,,,,,,,,,,,,,,,,verified,0,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6196,,Cymbidium hookerianum,Cymbidium hookerianum,Cymbidium,hookerianum,,,,,terrestrial,,,,,,,,,,,,,Gary Yong Gee Orchids,,Species Cymbidium hookerianum from Gary Yong Gee's collection,,,gary_species_url,pending,f,0,2025-08-26 07:32:41.316194,2025-08-26 07:32:41.316197,,,f,f,,,,,,,,,pending,,,,,f,,,,,,,,,,,,,,,,,,,,,,,https://orchids.yonggee.name/species/cymbidium-hookerianum,,,,,,f,,0,0,,,,,,,,,,,,,,,,,,,,,,verified,0,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6258,,Cymbidium insigne,Cymbidium insigne,Cymbidium,insigne,,,,,terrestrial,,,,,,,,,,,,,Gary Yong Gee Orchids,,Species Cymbidium insigne from Gary Yong Gee's collection,,,gary_species_url,pending,f,0,2025-08-26 07:35:36.662471,2025-08-26 07:35:36.662473,,,f,f,,,,,,,,,pending,,,,,f,,,,,,,,,,,,,,,,,,,,,,,https://orchids.yonggee.name/species/cymbidium-insigne,,,,,,f,,0,0,,,,,,,,,,,,,,,,,,,,,,verified,0,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900,,T Epi hugomedinae,Trichocentrum Epi hugomedinae,Epidendrum,hugomedinae,,,,,epiphytic,,,,,,,,"From Roberta Fox's Cattleya Species collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Cattleya Tribe/Species/4661T_Epi hugomedinae 2.jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupCattleya%20-%20Species.html",,,,Roberta Fox,http://orchidcentral.org/Images/Cattleya Tribe/Species/4661T_Epi hugomedinae 2.jpg,,Trichocentrum Epi is a beautiful orchid with unique characteristics.,0.7,,roberta_fox_comprehensive,pending,f,0,2025-08-24 03:03:12.027548,2025-08-25 23:54:27.466135,,,f,f,,,,,,,,,pending,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,,0,0,,,,,,,,,,,,,,,,,,,,,,verified,0,Epidendrum,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6259,,Cymbidium tracyanum,Cymbidium tracyanum,Cymbidium,tracyanum,,,,,terrestrial,,,,,,,,,,,,,Gary Yong Gee Orchids,,Species Cymbidium tracyanum from Gary Yong Gee's collection,,,gary_species_url,pending,f,0,2025-08-26 07:35:37.313363,2025-08-26 07:35:37.313365,,,f,f,,,,,,,,,pending,,,,,f,,,,,,,,,,,,,,,,,,,,,,,https://orchids.yonggee.name/species/cymbidium-tracyanum,,,,,,f,,0,0,,,,,,,,,,,,,,,,,,,,,,verified,0,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6260,,Cymbidium hookerianum,Cymbidium hookerianum,Cymbidium,hookerianum,,,,,terrestrial,,,,,,,,,,,,,Gary Yong Gee Orchids,,Species Cymbidium hookerianum from Gary Yong Gee's collection,,,gary_species_url,pending,f,0,2025-08-26 07:35:37.963022,2025-08-26 07:35:37.963024,,,f,f,,,,,,,,,pending,,,,,f,,,,,,,,,,,,,,,,,,,,,,,https://orchids.yonggee.name/species/cymbidium-hookerianum,,,,,,f,,0,0,,,,,,,,,,,,,,,,,,,,,,verified,0,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5407,,Oncidium bellum var. K,Oncidium bellum var. K,Oncidium,bellum,,,,,epiphytic,,,,,,,,,,https://orchidcollection.net/tom_velardi/image_010.jpg,,Tom Velardi,,,Oncidium bellum is a beautiful orchid with unique characteristics.,0.7,,expansion_1756084785,pending,f,0,2025-08-25 01:19:45.596808,2025-08-26 09:51:40.941604,,,f,f,,,,,,,,,pending,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,,0,0,,,,,,,,,,,,,,,,,,,,,,verified,0,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2762,,T Himantoglossum jankae,Trichocentrum Himantoglossum jankae,Himantoglossum,Himantoglossum,,,,,epiphytic,,,,,,,,"From Roberta Fox's Disa collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Disa-Habenaria-Stenoglottis-etc/Species/5290T_Himantoglossum jankae .jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupDisa.html",,,,Roberta Fox,http://orchidcentral.org/Images/Disa-Habenaria-Stenoglottis-etc/Species/5290T_Himantoglossum jankae .jpg,,Trichocentrum Himantoglossum is a beautiful orchid with unique characteristics.,0.7,,roberta_fox_comprehensive,pending,f,0,2025-08-24 03:03:53.217093,2025-08-25 18:00:11.015286,,,f,f,,,,,,,,,pending,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,,0,0,,,,,,,,,,,,,,,,,,,,,,verified,0,Himantoglossum,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2082,,Rl  glauca,Rl  glauca,Rl,glauca,,,,,epiphytic,,,,,,,,"From Roberta Fox's Cattleya Species collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Cattleya Tribe/Species/2268T_Rynch glauca.jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupCattleya%20-%20Species.html",,,,Roberta Fox,http://orchidcentral.org/Images/Cattleya Tribe/Species/2268T_Rynch glauca.jpg,,Rl glauca is a beautiful orchid with unique characteristics.,0.7,,roberta_fox_comprehensive,pending,f,0,2025-08-24 03:03:18.439934,2025-08-25 23:54:27.466142,,,f,f,,,,,,,,,pending,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,,0,0,,,,,,,,,,,,,,,,,,,,,,verified,0,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518,,CT Den chapaense,CT Den chapaense,Cattleya,chapaense,,,,,epiphytic,,,,,,,,"From Roberta Fox's Dendrobium collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Dendrobium/Species/5201CT_Den chapaense.jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupDendrobium.html",,,,Roberta Fox,http://orchidcentral.org/Images/Dendrobium/Species/5201CT_Den chapaense.jpg,,"Cattleya orchid known for its large, showy, often fragrant flowers. This Den variety displays the characteristic beauty of the Cattleya genus.",0.7,,roberta_fox_comprehensive,pending,f,0,2025-08-24 03:03:42.19366,2025-08-25 18:45:50.036906,,,f,f,,,,,,,,,pending,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,,0,0,,,,,,,,,,,,,,,,,,,,,,verified,0,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2584,,CT Den miyakei,CT Den miyakei,Cattleya,miyakei,,,,,epiphytic,,,,,,,,"From Roberta Fox's Dendrobium collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Dendrobium/Species/3688CT_Den miyakei.jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupDendrobium.html",,,,Roberta Fox,http://orchidcentral.org/Images/Dendrobium/Species/3688CT_Den miyakei.jpg,,"Cattleya orchid known for its large, showy, often fragrant flowers. This Den variety displays the characteristic beauty of the Cattleya genus.",0.7,,roberta_fox_comprehensive,pending,f,0,2025-08-24 03:03:44.58022,2025-08-25 18:48:00.325596,,,f,f,,,,,,,,,pending,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,,0,0,,,,,,,,,,,,,,,,,,,,,,verified,0,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2768,,T Ophrys cerastes,Trichocentrum Ophrys cerastes,Ophrys,Ophrys,,,,,epiphytic,,,,,,,,"From Roberta Fox's Disa collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Disa-Habenaria-Stenoglottis-etc/Species/4930T_Ophrys cerastes 2.jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupDisa.html",,,,Roberta Fox,http://orchidcentral.org/Images/Disa-Habenaria-Stenoglottis-etc/Species/4930T_Ophrys cerastes 2.jpg,,Trichocentrum Ophrys is a beautiful orchid with unique characteristics.,0.7,,roberta_fox_comprehensive,pending,f,0,2025-08-24 03:03:53.420738,2025-08-25 18:02:18.42727,,,f,f,,,,,,,,,pending,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,,0,0,,,,,,,,,,,,,,,,,,,,,,verified,0,Ophrys,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549,,NT Den glomeratum,NT Den glomeratum,NT,glomeratum,,,,,epiphytic,,,,,,,,"From Roberta Fox's Dendrobium collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Dendrobium/Species/4725NT_Den glomeratum.jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupDendrobium.html",,http://orchidcentral.org/Images/Dendrobium/Species/4725_Den glomaratum 2.jpg,,Roberta Fox,Roberta Fox - Dendrobium,,NT Den is a beautiful orchid with unique characteristics.,0.7,,roberta_fox_comprehensive,pending,f,0,2025-08-24 03:03:43.318778,2025-08-25 22:08:54.291621,,,f,f,,,,,,,,,pending,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,,0,0,,,,,,,,,,,,,,,,,,,,,,verified,0,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708,,PT Den Andree Millar,PT Den Andree Millar,Potinara,Den,,,,,epiphytic,,,,,,,,"From Roberta Fox's Dendrobium collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Dendrobium/Hybrid/2980PT_Den Andree Millar.jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupDendrobium.html",,http://orchidcentral.org/Images/Dendrobium/Hybrid/2980_Den Andree Millar.jpg,,Roberta Fox,Roberta Fox - Dendrobium,,Potinara-Trichocentrum Den is a beautiful orchid with unique characteristics.,0.7,,roberta_fox_comprehensive,pending,f,0,2025-08-24 03:03:49.093912,2025-08-25 22:10:49.080959,,,f,f,,,,,,,,,pending,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,,0,0,,,,,,,,,,,,,,,,,,,,,,verified,0,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2370,,Cymbidium tracyanum,Cymbidium tracyanum,Cymbidium,tracyanum,,,,,terrestrial,,,,,,,,"From Roberta Fox's Cymbidium collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Cymbidium/Species/3104T_Cym traceyanum.jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupCymbidium.html",,,,Roberta Fox,http://orchidcentral.org/Images/Cymbidium/Species/3104T_Cym traceyanum.jpg,,Cymbidium tracyanum is a beautiful orchid with unique characteristics.,0.7,,roberta_fox_comprehensive,pending,f,0,2025-08-24 03:03:34.622456,2025-08-26 07:53:20.361331,,,f,f,,,,,,,,,pending,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,,0,0,,,,,,,,,,,,,,,,,,,,,,verified,0,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551,,PT Den glomeratum,PT Den glomeratum,Potinara,glomeratum,,,,,epiphytic,,,,,,,,"From Roberta Fox's Dendrobium collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Dendrobium/Species/4725PT_Den glomeratum.jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupDendrobium.html",,http://orchidcentral.org/Images/Dendrobium/Species/4725_Den glomaratum 2.jpg,,Roberta Fox,Roberta Fox - Dendrobium,,Potinara-Trichocentrum Den is a beautiful orchid with unique characteristics.,0.7,,roberta_fox_comprehensive,pending,f,0,2025-08-24 03:03:43.386681,2025-08-25 22:08:54.291621,,,f,f,,,,,,,,,pending,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,,0,0,,,,,,,,,,,,,,,,,,,,,,verified,0,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2645,,IT Den unicum,IT Den unicum,Iwanagaara,unicum,,,,,epiphytic,,,,,,,,"From Roberta Fox's Dendrobium collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Dendrobium/Species/4804IT Den unicum.jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupDendrobium.html",,http://orchidcentral.org/Images/Dendrobium/Species/4061P_Den unicum.jpg,,Roberta Fox,Roberta Fox - Dendrobium,,Iwanagaara-Trichocentrum Den is a beautiful orchid with unique characteristics.,0.7,,roberta_fox_comprehensive,pending,f,0,2025-08-24 03:03:46.882636,2025-08-25 22:10:49.080955,,,f,f,,,,,,,,,pending,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,,0,0,,,,,,,,,,,,,,,,,,,,,,verified,0,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2770,,T Ophrys fusca,Trichocentrum Ophrys fusca,Ophrys,Ophrys,,,,,epiphytic,,,,,,,,"From Roberta Fox's Disa collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Disa-Habenaria-Stenoglottis-etc/Species/5137T_Ophrys fusca 2.jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupDisa.html",,,,Roberta Fox,http://orchidcentral.org/Images/Disa-Habenaria-Stenoglottis-etc/Species/5137T_Ophrys fusca 2.jpg,,Trichocentrum Ophrys is a beautiful orchid with unique characteristics.,0.7,,roberta_fox_comprehensive,pending,f,0,2025-08-24 03:03:53.487631,2025-08-25 18:02:18.427271,,,f,f,,,,,,,,,pending,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,,0,0,,,,,,,,,,,,,,,,,,,,,,verified,0,Ophrys,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2774,,T Ophrys scolopax,Trichocentrum Ophrys scolopax,Ophrys,Ophrys,,,,,epiphytic,,,,,,,,"From Roberta Fox's Disa collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Disa-Habenaria-Stenoglottis-etc/Species/5296T_Ophrys scolopax 1.jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupDisa.html",,,,Roberta Fox,http://orchidcentral.org/Images/Disa-Habenaria-Stenoglottis-etc/Species/5296T_Ophrys scolopax 1.jpg,,Trichocentrum Ophrys is a beautiful orchid with unique characteristics.,0.7,,roberta_fox_comprehensive,pending,f,0,2025-08-24 03:03:53.636902,2025-08-25 18:02:18.427272,,,f,f,,,,,,,,,pending,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,,0,0,,,,,,,,,,,,,,,,,,,,,,verified,0,Ophrys,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2088,,S  cernua,S  cernua,S,cernua,,,,,epiphytic,,,,,,,,"From Roberta Fox's Cattleya Species collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Cattleya Tribe/Species/2166T_Soph cernua.jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupCattleya%20-%20Species.html",,,,Roberta Fox,http://orchidcentral.org/Images/Cattleya Tribe/Species/2166T_Soph cernua.jpg,,S cernua is a beautiful orchid with unique characteristics.,0.7,,roberta_fox_comprehensive,pending,f,0,2025-08-24 03:03:18.637516,2025-09-07 03:26:20.841225,,,f,f,,,,,,,,,pending,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,,0,0,,,,,,,,,,,,,,,,,,,,,,verified,0,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785,,T Ophrys mammosa,Trichocentrum Ophrys mammosa,Ophrys,Ophrys,,,,,epiphytic,,,,,,,,"From Roberta Fox's Disa collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Disa-Habenaria-Stenoglottis-etc/Species/4929T_Ophrys mammosa 2.jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupDisa.html",,,,Roberta Fox,http://orchidcentral.org/Images/Disa-Habenaria-Stenoglottis-etc/Species/4929T_Ophrys mammosa 2.jpg,,Trichocentrum Ophrys is a beautiful orchid with unique characteristics.,0.7,,roberta_fox_comprehensive,pending,f,0,2025-08-24 03:03:54.044014,2025-08-25 18:07:02.009463,,,f,f,,,,,,,,,pending,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,,0,0,,,,,,,,,,,,,,,,,,,,,,verified,0,Ophrys,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2230,,Sophrolaeliocattleya Tiny Beau,Slc. Tiny,Intergeneric,hybrid,,,,,epiphytic,,,,,,,,"From Roberta Fox's Cattleya Hybrid collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Cattleya Tribe/Hybrid/4173T_Slc Tiny Beau.jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupCattleya%20-%20Hybrid.html | TAXONOMY CORRECTED: Grex name properly classified (intergeneric hybrid).",,,,Roberta Fox,http://orchidcentral.org/Images/Cattleya Tribe/Hybrid/4173T_Slc Tiny Beau.jpg,,"Cattleya orchid known for its large, showy, often fragrant flowers. This Tiny variety displays the characteristic beauty of the Cattleya genus.",0.7,,roberta_fox_comprehensive,rejected,f,0,2025-08-24 03:03:25.562053,2025-09-07 05:20:36.297075,,,f,f,,,,,,,,,pending,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,,0,0,,,,,,,,,,,,,,,,,,,,,,verified,0,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
